8.438494,2.103433,1.314391
9.058886,3.269046,2.593978
8.381358,1.773373,0.939855
8.407444,3.021165,1.315377
8.814282,2.545475,1.943480
8.294579,1.572145,0.758522
8.715940,2.742054,1.715645
8.441056,2.066675,1.192675
8.272681,1.915584,0.810831
8.495622,3.207855,1.308521
8.590105,2.112546,0.939186
8.383533,2.459985,0.951404
8.427933,2.563501,1.315970
8.364745,2.111220,0.898339
8.713699,3.447888,1.532337
8.396758,2.422577,0.500125
8.423236,2.092769,1.317483
8.393219,2.487949,0.463153
8.343402,1.762648,0.795688
8.471831,2.594558,0.486994
8.392092,2.839155,0.883695
8.764578,3.674926,1.587847
8.336142,2.730794,0.758457
8.323968,2.596026,0.766585
8.740105,2.662458,0.397342
8.368847,2.327071,0.857763
9.017402,3.710353,2.379519
8.459029,2.817606,0.495235
8.672315,1.711444,1.010448
8.449929,3.044587,0.431783
8.428834,2.229696,0.691259
8.548762,3.447329,1.468676
8.397006,2.450523,0.481201
8.411020,3.793458,1.275092
8.310186,2.386801,0.792389
8.411519,3.176193,0.499993
8.714025,1.655816,1.012716
8.400288,1.353391,1.388723
8.752260,1.354133,0.432718
8.759815,1.381824,0.708093
8.547679,2.906327,1.423023
8.371855,1.842138,0.846643
8.811602,1.598368,1.911029
8.406359,2.262225,1.341699
9.220766,4.332440,2.535171
8.546918,1.883327,0.996956
8.491974,2.958692,1.642833
8.520256,3.174113,1.401535
8.736559,1.697289,0.594968
8.753541,1.794091,0.758855
8.341845,2.153440,0.814759
8.375284,2.872471,1.530591
8.909115,1.197747,2.240796
8.805411,3.994123,2.402589
8.348560,1.654602,0.803845
8.479101,1.061008,1.102427
8.385452,2.167167,1.321530
8.319701,1.427551,0.781068
8.446593,2.883845,0.497687
8.407013,2.862745,1.520150
8.460568,2.541027,0.924708
8.553423,1.866186,0.647129
8.548440,3.690288,1.582177
8.946869,1.922134,1.458213
8.408144,2.636864,0.473503
8.372150,2.348984,1.089025
8.747922,2.538365,0.889459
8.462405,2.146247,1.005458
8.339534,2.828341,0.785202
8.874408,2.299747,1.058246
8.507892,2.695457,1.716967
8.838003,2.013554,1.220177
9.639424,2.414516,2.284473
8.758917,3.444705,2.305769
8.408802,3.176922,0.496032
8.364228,2.625045,0.832041
8.388498,2.587410,1.225611
8.313266,2.456060,1.011118
9.339768,2.886468,1.349070
8.386365,2.571064,1.303266
8.429743,3.014831,1.280086
8.476270,2.071330,0.798502
8.394139,2.812981,0.463448
8.439293,2.487272,1.311829
8.412318,1.503092,0.447405
8.383801,2.795225,0.457903
8.732206,2.648737,1.259760
8.935641,3.741523,2.651880
8.393008,2.145873,1.232246
8.543697,3.088301,1.784206
8.848782,4.536782,2.087579
8.489130,1.351760,0.449928
8.519955,1.582683,0.552139
8.751620,3.066262,1.284410
8.580907,2.904911,1.938518
8.583450,2.604849,0.679630
8.492373,1.994650,0.504246
8.438795,2.688161,0.539058
8.522220,3.099766,1.455085
8.420848,2.629049,0.409784
8.515078,2.478611,0.894449
8.364662,1.990343,0.902827
8.456168,2.676070,0.513349
8.811081,1.233281,0.750719
8.376006,1.941874,0.738470
8.466075,1.915017,0.510662
8.539961,2.580693,0.690389
8.502377,1.547029,0.995536
8.427576,2.604049,0.456012
8.560788,1.530803,0.586360
8.304994,2.291285,0.765044
8.817058,3.453852,1.687259
8.546737,2.706180,0.529939
8.402844,2.953707,0.490673
8.410363,3.207953,1.236356
8.424534,2.664980,0.855513
9.029886,3.585810,2.298889
8.754288,2.631690,1.632381
8.916907,2.846537,1.305272
8.707742,2.274245,0.409849
8.660476,2.802389,1.551556
8.502118,2.442836,1.403386
8.459264,2.628993,0.825514
8.337818,2.559466,0.883079
8.389054,2.240563,1.048868
8.344789,1.731077,0.831097
8.673031,2.236430,1.376157
8.699267,1.189214,0.411286
8.702422,1.146544,0.422769
9.351137,5.136215,2.943001
8.415886,1.937750,0.458025
8.496500,1.888285,1.336872
8.431332,3.058445,1.309142
8.502089,2.900367,1.383901
8.398652,2.662617,0.602449
8.416549,2.320288,1.276176
8.599898,3.211763,1.934192
8.296884,1.923082,1.002766
8.911101,3.535846,2.176122
8.347297,2.103223,0.791113
8.296774,1.747242,0.759938
8.388602,2.414748,0.811142
8.459896,2.809297,1.306004
8.416813,2.044799,0.987784
8.383502,1.776047,0.764189
8.378563,1.904608,0.814019
8.425078,2.377200,1.280823
8.545431,3.079978,1.400526
8.554367,2.319573,1.280935
9.115293,3.663630,2.924928
8.535820,2.763165,1.236506
8.368999,1.364061,0.767632
8.911152,2.494825,0.566387
8.388618,1.496643,0.884991
8.322953,2.214049,0.764260
8.481644,2.360350,0.530011
8.748828,1.366906,0.744969
8.581196,2.622181,1.056418
8.528150,1.707023,0.879882
8.801383,1.785666,0.391460
8.781412,1.126143,0.373703
8.536389,3.117364,0.604118
8.452494,2.435893,0.538450
8.422713,3.084778,0.458072
8.814579,1.986574,0.410308
8.612316,2.545659,0.719848
8.399899,1.503291,0.635950
8.301667,2.688449,0.846972
8.434302,1.627909,0.438653
8.557969,3.072935,0.962272
8.312818,2.331198,0.729181
8.523048,3.095373,0.589397
8.537651,3.474593,1.890115
8.416339,1.949861,0.567003
8.531081,2.879849,1.604270
8.483468,2.469307,0.943342
9.105850,2.144482,1.576714
8.501529,2.603240,0.681952
8.342267,2.186644,0.971654
8.566264,2.515623,1.054205
8.781580,4.473803,2.022682
8.768699,4.135414,2.059272
8.474094,3.798131,1.691270
8.436640,2.445604,1.238292
8.736841,2.967211,2.061729
8.451743,3.252048,0.626950
8.616759,1.736554,1.059622
8.456199,2.446766,1.387669
8.577905,2.152098,1.360389
8.350209,2.317692,0.800043
8.450861,1.606927,1.007470
8.439102,3.181798,1.319113
8.549387,1.314831,1.029008
8.320395,1.664405,0.767188
8.441474,3.090111,0.858887
8.525876,3.771095,0.998783
9.419466,4.251308,2.379355
9.014980,4.507872,1.776801
10.247768,6.055544,3.305987
10.625207,4.926491,2.895437
10.555489,5.973510,3.024523
9.880498,5.979363,2.761897
9.968710,5.500611,2.471940
8.820366,3.078389,1.666288
11.399077,8.465838,4.772839
9.524328,4.762858,2.433106
8.629365,3.408236,0.857203
11.199260,5.546807,2.954935
11.078857,7.280873,4.113969
11.729384,7.534455,4.194629
9.849153,4.984678,2.315669
9.551807,5.105161,2.264947
11.516547,8.612507,5.791750
10.786237,5.408289,2.686115
8.934522,2.496051,1.797470
10.433705,6.461075,3.475110
8.523595,1.623474,1.266398
8.469971,3.202813,0.517755
14.027982,6.038536,9.378358
8.388230,2.038394,1.069805
8.643072,2.409251,0.940767
9.382973,5.074200,3.143921
10.217643,4.357726,4.178561
8.568315,1.679289,0.587568
8.491400,2.028130,1.042422
8.532705,3.004541,1.460730
9.040319,3.843406,1.874296
11.305918,5.627711,5.711239
10.327218,4.688851,4.871512
8.418491,3.385185,0.615227
